transaction_id,account_id,amount,type,category,transaction_date
2281,937,41311,debit,food,2024-11-10
2282,962,22136,credit,transfer,2024-03-01
2283,537,19985,debit,salary,2024-06-28
2284,58,29446,debit,atm,2024-11-27
2285,498,48071,debit,atm,2024-08-22
2286,297,49237,debit,atm,2024-02-05
2287,134,26791,debit,atm,2024-08-15
2288,331,40142,debit,shopping,2024-01-31
2289,249,48627,credit,shopping,2024-08-12
2290,550,18086,debit,food,2024-05-02
2291,902,27946,credit,transfer,2024-09-19
2292,941,49765,debit,food,2024-05-02
2293,75,47972,debit,transfer,2024-08-05
2294,654,41501,debit,shopping,2024-12-11
2295,834,8292,debit,atm,2024-10-02
2296,168,39369,credit,food,2024-04-07
2297,771,38587,credit,transfer,2024-01-06
2298,503,9512,debit,salary,2024-05-02
2299,885,16063,credit,transfer,2024-03-26
2300,355,33723,debit,food,2024-08-17
2301,225,1117,credit,shopping,2024-03-21
2302,664,5379,debit,atm,2024-12-27
2303,531,10512,debit,salary,2024-07-09
2304,146,7812,credit,food,2024-09-11
2305,960,15917,debit,shopping,2024-02-10
2306,241,28180,debit,transfer,2024-08-05
2307,884,6724,debit,shopping,2024-12-13
2308,893,29226,credit,shopping,2024-04-23
2309,344,16679,debit,atm,2024-12-30
2310,749,15231,debit,food,2024-07-18
2311,35,37562,credit,shopping,2024-05-14
2312,702,46915,credit,transfer,2024-07-17
2313,1,37519,debit,transfer,2024-06-05
2314,996,23475,debit,atm,2024-11-18
2315,153,26193,debit,shopping,2024-11-28
2316,429,45594,debit,transfer,2024-11-01
2317,945,32625,debit,transfer,2024-12-03
2318,508,29130,debit,atm,2024-02-13
2319,126,44167,debit,shopping,2024-07-23
2320,491,5307,credit,atm,2024-10-13
2321,482,10997,debit,shopping,2024-11-18
2322,345,26739,debit,transfer,2024-08-09
2323,912,2892,debit,food,2024-09-15
2324,738,520,debit,transfer,2024-03-30
2325,221,29324,debit,food,2024-04-12
2326,915,19298,debit,shopping,2024-12-23
2327,919,35708,credit,shopping,2024-07-23
2328,723,46305,debit,salary,2024-11-26
2329,25,17515,debit,shopping,2024-12-22
2330,528,40507,debit,shopping,2024-09-19
2331,182,17975,debit,salary,2024-01-27
2332,499,5075,debit,food,2024-01-07
2333,841,26561,debit,shopping,2024-09-20
2334,641,21431,debit,atm,2024-12-21
2335,42,16993,credit,shopping,2024-02-11
2336,915,18343,debit,shopping,2024-08-08
2337,481,15635,debit,transfer,2024-12-06
2338,930,5161,debit,shopping,2024-06-02
2339,848,1958,credit,shopping,2024-03-01
2340,748,25589,debit,atm,2024-10-02
2341,872,13778,credit,salary,2024-08-08
2342,439,34933,debit,salary,2024-03-19
2343,402,47259,credit,salary,2024-03-27
2344,546,19450,debit,transfer,2024-03-19
2345,345,13446,debit,shopping,2024-02-20
2346,893,48105,credit,food,2024-11-25
2347,45,6873,debit,food,2024-08-27
2348,646,29565,credit,atm,2024-05-07
2349,21,9888,credit,transfer,2024-10-12
2350,634,32443,debit,transfer,2024-08-16
2351,70,46962,debit,shopping,2024-12-12
2352,864,37310,debit,food,2024-07-13
2353,873,9347,debit,transfer,2024-04-10
2354,48,46063,credit,atm,2024-10-31
2355,491,42083,credit,food,2024-01-04
2356,551,36072,debit,transfer,2024-10-11
2357,287,17059,credit,shopping,2024-07-18
2358,10,49450,credit,shopping,2024-06-10
2359,542,23907,debit,shopping,2024-08-27
2360,756,34233,debit,shopping,2024-07-04
2361,274,24318,debit,food,2024-03-21
2362,956,21834,credit,food,2024-03-14
2363,600,22928,debit,transfer,2024-07-02
2364,756,17500,credit,atm,2024-08-24
2365,381,20102,credit,salary,2024-08-01
2366,329,32893,debit,salary,2024-03-21
2367,479,36592,debit,shopping,2024-08-10
2368,15,32317,debit,transfer,2024-12-29
2369,516,36326,debit,salary,2024-07-07
2370,191,28032,debit,salary,2024-07-19
2371,168,43427,credit,salary,2024-07-09
2372,521,30975,debit,salary,2024-06-18
2373,621,25146,credit,salary,2024-08-09
2374,137,23764,debit,transfer,2024-01-17
2375,154,24553,debit,salary,2024-07-17
2376,388,4846,credit,salary,2024-08-25
2377,209,24073,debit,transfer,2024-08-24
2378,272,13317,debit,food,2024-12-11
2379,143,23462,debit,food,2024-09-01
2380,611,41935,credit,food,2024-10-30
2381,889,9233,debit,salary,2024-08-08
2382,820,35909,debit,transfer,2024-04-22
2383,69,40633,credit,food,2024-10-20
2384,247,5504,debit,shopping,2024-09-13
2385,261,33439,debit,shopping,2024-02-24
2386,788,28825,debit,transfer,2024-05-17
2387,79,8896,debit,salary,2024-11-06
2388,658,45480,debit,food,2024-04-04
2389,623,48173,debit,salary,2024-05-04
2390,770,21464,credit,food,2024-01-24
2391,605,41441,credit,atm,2024-10-10
2392,525,1336,debit,atm,2024-04-01
2393,772,2480,debit,salary,2024-12-29
2394,938,40045,credit,shopping,2024-02-20
2395,621,14638,debit,salary,2024-07-18
2396,330,12071,debit,food,2024-06-05
2397,189,43165,debit,salary,2024-05-26
2398,95,34385,debit,salary,2024-04-02
2399,617,18017,debit,food,2024-07-25
2400,8,38755,debit,shopping,2024-01-05
2401,67,11586,debit,atm,2024-04-01
2402,496,37510,credit,food,2024-11-06
2403,191,25546,debit,salary,2024-02-15
2404,366,21803,debit,transfer,2024-05-22
2405,768,44291,debit,salary,2024-09-06
2406,521,11499,debit,salary,2024-08-11
2407,990,38929,debit,transfer,2024-06-15
2408,117,12785,debit,salary,2024-11-13
2409,267,22341,debit,transfer,2024-07-15
2410,611,4587,credit,salary,2024-11-25
2411,485,12118,debit,shopping,2024-06-07
2412,509,30925,debit,atm,2024-05-30
2413,298,7850,debit,shopping,2024-08-11
2414,909,17784,credit,food,2024-08-03
2415,164,43218,credit,food,2024-10-25
2416,376,14510,debit,salary,2024-02-07
2417,653,15205,debit,food,2024-05-22
2418,268,19013,debit,food,2024-01-11
2419,549,36128,debit,salary,2024-10-07
2420,74,49615,credit,salary,2024-02-08
2421,508,47442,credit,atm,2024-02-25
2422,73,46580,debit,transfer,2024-12-22
2423,308,17811,debit,salary,2024-12-21
2424,199,25067,debit,atm,2024-04-21
2425,130,36123,debit,shopping,2024-12-29
2426,758,36105,debit,food,2024-05-27
2427,824,26722,debit,transfer,2024-11-03
2428,572,45301,credit,shopping,2024-02-03
2429,791,9597,debit,salary,2024-10-27
2430,615,16450,credit,shopping,2024-11-27
2431,808,48809,credit,atm,2024-04-09
2432,832,22796,credit,salary,2024-09-16
2433,487,27570,debit,salary,2024-09-25
2434,853,30989,debit,transfer,2024-02-28
2435,151,10324,debit,atm,2024-11-18
2436,669,41824,credit,food,2024-02-14
2437,206,5565,credit,shopping,2024-10-29
2438,986,16982,debit,transfer,2024-07-24
2439,179,32303,debit,transfer,2024-12-17
2440,197,28044,debit,salary,2024-04-21
2441,735,29937,debit,shopping,2024-08-28
2442,89,3044,credit,transfer,2024-05-03
2443,799,24436,credit,salary,2024-06-07
2444,434,38724,credit,salary,2024-11-11
2445,788,44864,debit,atm,2024-01-01
2446,748,31896,debit,salary,2024-06-22
2447,183,28889,debit,food,2024-10-16
2448,209,45520,credit,atm,2024-08-05
2449,493,24322,credit,atm,2024-06-30
2450,130,38945,debit,food,2024-07-05
2451,665,235,debit,food,2024-04-03
2452,13,15873,debit,transfer,2024-02-10
2453,634,42160,credit,transfer,2024-02-20
2454,871,26547,debit,food,2024-01-05
2455,732,4133,debit,transfer,2024-12-09
2456,106,20597,debit,food,2024-06-14
2457,375,14278,credit,food,2024-07-12
2458,582,6646,debit,salary,2024-05-26
2459,707,8496,debit,transfer,2024-06-14
2460,698,21078,debit,atm,2024-08-21
2461,99,43431,debit,atm,2024-02-19
2462,594,12982,credit,transfer,2024-11-29
2463,587,17045,credit,transfer,2024-12-13
2464,886,21884,debit,transfer,2024-06-10
2465,852,3414,debit,transfer,2024-03-01
2466,192,18695,debit,salary,2024-12-10
2467,325,18855,credit,food,2024-09-03
2468,979,32411,debit,transfer,2024-09-03
2469,726,45795,credit,transfer,2024-08-07
2470,827,30698,debit,food,2024-12-23
2471,956,35549,debit,food,2024-06-28
2472,467,35674,debit,food,2024-12-03
2473,894,44829,debit,shopping,2024-12-07
2474,367,18739,debit,atm,2024-03-08
2475,318,45470,debit,transfer,2024-06-09
2476,144,31123,debit,salary,2024-04-09
2477,384,9192,credit,salary,2024-11-10
2478,216,6482,debit,food,2024-09-25
2479,361,42810,debit,salary,2024-03-19
2480,324,3259,credit,atm,2024-07-07
2481,15,5756,credit,transfer,2024-04-06
2482,217,1552,debit,salary,2024-10-30
2483,492,42303,credit,atm,2024-12-19
2484,951,18806,debit,atm,2024-06-14
2485,547,9962,credit,shopping,2024-02-23
2486,183,10319,debit,shopping,2024-06-07
2487,270,23581,credit,salary,2024-02-18
2488,945,34636,debit,atm,2024-05-29
2489,467,6196,debit,food,2024-08-11
2490,870,38053,debit,shopping,2024-07-11
2491,612,11955,debit,atm,2024-02-17
2492,519,43362,debit,shopping,2024-04-01
2493,542,14560,debit,transfer,2024-04-14
2494,467,34037,debit,atm,2024-10-07
2495,305,21194,debit,atm,2024-01-21
2496,985,39458,debit,transfer,2024-10-08
2497,144,49638,debit,shopping,2024-12-25
2498,111,28024,debit,transfer,2024-05-08
2499,232,17889,debit,salary,2024-03-13
2500,691,223,debit,food,2024-06-22
2501,584,48494,debit,shopping,2024-08-28
2502,722,6009,credit,atm,2024-09-17
2503,732,31954,debit,salary,2024-06-16
2504,592,3996,debit,shopping,2024-05-24
2505,500,40934,debit,food,2024-02-22
2506,595,42241,debit,atm,2024-08-08
2507,554,17211,debit,transfer,2024-04-17
2508,273,7139,credit,food,2024-12-04
2509,703,44944,credit,shopping,2024-12-25
2510,173,24199,debit,atm,2024-10-11
2511,973,3770,debit,shopping,2024-03-16
2512,7,43435,debit,food,2024-05-15
2513,155,15129,debit,atm,2024-04-16
2514,522,31911,credit,food,2024-02-12
2515,546,15893,credit,shopping,2024-08-10
2516,548,41418,debit,atm,2024-05-22
2517,921,48206,debit,atm,2024-06-10
2518,518,20226,debit,atm,2024-03-30
2519,920,19328,debit,shopping,2024-12-18
2520,914,18695,credit,salary,2024-08-15
2521,215,1072,debit,shopping,2024-10-03
2522,134,460,debit,transfer,2024-05-26
2523,285,2732,credit,salary,2024-04-05
2524,126,36058,debit,shopping,2024-01-01
2525,921,37816,debit,transfer,2024-06-27
2526,439,15446,debit,food,2024-06-09
2527,849,48422,debit,transfer,2024-01-26
2528,686,18108,debit,atm,2024-11-05
2529,152,12220,debit,salary,2024-02-14
2530,331,30383,credit,shopping,2024-06-03
2531,538,7918,debit,shopping,2024-11-02
2532,383,5219,debit,atm,2024-01-28
2533,115,30679,credit,salary,2024-07-30
2534,894,45821,debit,salary,2024-01-08
2535,482,47768,credit,atm,2024-12-11
2536,284,29937,debit,salary,2024-01-05
2537,899,1075,debit,atm,2024-01-11
2538,75,16365,debit,transfer,2024-12-06
2539,166,4418,debit,atm,2024-07-18
2540,189,35181,credit,shopping,2024-06-02
2541,78,41615,debit,food,2024-05-01
2542,947,43169,debit,transfer,2024-07-06
2543,602,47916,debit,shopping,2024-10-28
2544,688,13234,debit,transfer,2024-05-19
2545,21,39532,credit,shopping,2024-08-22
2546,566,46250,credit,salary,2024-01-13
2547,184,10941,debit,atm,2024-07-20
2548,871,26235,debit,shopping,2024-12-14
2549,222,12527,debit,shopping,2024-09-20
2550,827,40351,debit,salary,2024-04-11
2551,328,34231,debit,food,2024-07-11
2552,179,36827,debit,food,2024-05-11
2553,788,25265,credit,atm,2024-12-18
2554,112,1849,debit,salary,2024-11-06
2555,736,33408,debit,transfer,2024-12-27
2556,726,7734,debit,shopping,2024-07-31
2557,59,10714,credit,atm,2024-11-22
2558,327,24966,debit,food,2024-02-24
2559,905,10382,debit,transfer,2024-04-05
2560,621,20419,debit,salary,2024-11-08
2561,897,36826,debit,shopping,2024-07-03
2562,669,15512,debit,shopping,2024-06-04
2563,191,36727,credit,food,2024-06-02
2564,200,8150,credit,food,2024-04-10
2565,312,24683,debit,atm,2024-12-19
2566,708,18141,credit,shopping,2024-03-13
2567,35,6285,debit,shopping,2024-11-21
2568,379,20912,credit,shopping,2024-01-22
2569,387,25932,debit,shopping,2024-07-19
2570,758,17523,debit,transfer,2024-06-21
2571,237,47256,debit,salary,2024-05-22
2572,616,41744,debit,transfer,2024-12-17
2573,519,36886,debit,salary,2024-05-25
2574,283,29765,debit,transfer,2024-09-23
2575,1,10089,debit,atm,2024-12-18
2576,731,18308,debit,salary,2024-02-03
2577,464,23154,credit,shopping,2024-10-30
2578,230,30577,debit,salary,2024-03-23
2579,967,30474,debit,shopping,2024-02-17
2580,172,41320,debit,atm,2024-11-27
2581,87,3671,debit,salary,2024-10-22
2582,553,19676,debit,food,2024-07-05
2583,123,9780,credit,shopping,2024-10-23
2584,843,25806,debit,salary,2024-11-15
2585,298,14418,credit,transfer,2024-07-22
2586,885,20759,credit,salary,2024-02-18
2587,929,49606,debit,shopping,2024-04-27
2588,690,5129,debit,food,2024-07-01
2589,575,48536,debit,food,2024-04-01
2590,484,2874,credit,transfer,2024-09-27
2591,165,17072,debit,atm,2024-05-11
2592,699,14148,debit,food,2024-05-15
2593,383,33472,debit,atm,2024-11-11
2594,209,43288,credit,shopping,2024-05-06
2595,739,41233,debit,salary,2024-12-11
2596,432,14789,debit,atm,2024-08-18
2597,389,16837,debit,shopping,2024-11-30
2598,560,16114,credit,shopping,2024-07-30
2599,224,21918,debit,shopping,2024-08-11
2600,3,33301,credit,transfer,2024-01-10
2601,372,11244,credit,transfer,2024-03-20
2602,687,31101,debit,atm,2024-04-21
2603,446,967,debit,shopping,2024-10-08
2604,611,27282,debit,atm,2024-10-04
2605,116,14440,credit,food,2024-02-27
2606,270,11937,credit,atm,2024-09-08
2607,447,47159,debit,salary,2024-11-11
2608,368,8887,debit,shopping,2024-11-27
2609,253,493,credit,atm,2024-06-15
2610,317,12156,debit,transfer,2024-06-29
2611,415,43260,credit,salary,2024-01-02
2612,95,45057,debit,atm,2024-07-14
2613,785,28529,credit,atm,2024-02-28
2614,892,46009,debit,atm,2024-02-26
2615,24,31999,debit,transfer,2024-07-18
2616,628,32321,debit,atm,2024-04-17
2617,663,20854,debit,food,2024-05-19
2618,850,44489,debit,food,2024-07-19
2619,50,21005,credit,food,2024-03-15
2620,502,24183,debit,atm,2024-08-24
2621,718,41198,debit,salary,2024-01-01
2622,498,29721,debit,transfer,2024-12-20
2623,335,20677,credit,food,2024-02-23
2624,79,36828,debit,food,2024-09-04
2625,582,763,debit,salary,2024-10-25
2626,27,47401,debit,food,2024-01-07
2627,271,19316,debit,transfer,2024-08-27
2628,562,47359,debit,salary,2024-09-18
2629,804,9365,credit,shopping,2024-10-02
2630,247,4674,debit,transfer,2024-12-09
2631,776,22855,debit,transfer,2024-02-07
2632,591,31341,credit,atm,2024-07-08
2633,387,22776,debit,shopping,2024-11-27
2634,702,21661,credit,shopping,2024-09-15
2635,559,24837,credit,salary,2024-06-04
2636,973,23490,credit,food,2024-01-12
2637,361,26176,debit,shopping,2024-09-03
2638,866,5646,debit,salary,2024-12-01
2639,984,21380,debit,shopping,2024-06-20
2640,488,33053,debit,transfer,2024-01-15
2641,352,21137,debit,shopping,2024-11-06
2642,701,40676,credit,food,2024-04-04
2643,928,28664,debit,salary,2024-09-01
2644,256,33697,debit,food,2024-12-03
2645,222,20003,debit,atm,2024-09-18
2646,884,30906,debit,food,2024-03-04
2647,753,46428,debit,food,2024-07-27
2648,781,24492,credit,salary,2024-08-02
2649,1,28187,debit,transfer,2024-02-04
2650,546,44388,credit,shopping,2024-01-11
2651,446,44408,debit,shopping,2024-10-05
2652,79,22393,credit,salary,2024-11-08
2653,236,10777,debit,salary,2024-03-21
2654,334,12903,debit,transfer,2024-03-10
2655,889,46756,debit,transfer,2024-06-13
2656,349,46102,credit,atm,2024-03-03
2657,98,1325,credit,shopping,2024-03-20
2658,82,5874,debit,shopping,2024-01-29
2659,502,13143,debit,atm,2024-06-18
2660,967,16263,debit,salary,2024-06-04
2661,477,2944,debit,shopping,2024-04-15
2662,927,7447,debit,food,2024-09-30
2663,704,20904,debit,salary,2024-08-28
2664,765,36864,debit,salary,2024-11-25
2665,921,27346,debit,transfer,2024-08-16
2666,550,42558,credit,atm,2024-06-01
2667,14,1788,debit,salary,2024-12-21
2668,392,47155,debit,transfer,2024-10-30
2669,347,17351,credit,food,2024-12-08
2670,310,12604,debit,food,2024-06-26
2671,386,39820,debit,shopping,2024-01-19
2672,209,27684,credit,atm,2024-11-26
2673,357,44584,debit,atm,2024-02-10
2674,974,48631,debit,transfer,2024-09-17
2675,601,38952,debit,shopping,2024-09-18
2676,568,13319,debit,atm,2024-10-27
2677,94,43072,debit,shopping,2024-08-17
2678,93,24915,debit,transfer,2024-03-15
2679,340,48965,debit,shopping,2024-07-07
2680,597,24723,debit,salary,2024-04-21
2681,445,36917,credit,salary,2024-12-28
2682,757,3557,credit,salary,2024-08-21
2683,22,27955,credit,salary,2024-06-24
2684,291,36358,credit,food,2024-02-17
2685,485,15570,debit,food,2024-06-25
2686,784,49057,credit,atm,2024-08-03
2687,306,46030,debit,food,2024-08-19
2688,634,18381,credit,shopping,2024-02-18
2689,128,11828,debit,shopping,2024-04-07
2690,625,45780,credit,food,2024-10-26
2691,939,38823,debit,shopping,2024-10-11
2692,273,10262,debit,atm,2024-10-08
2693,848,29372,credit,transfer,2024-07-29
2694,442,35588,credit,food,2024-05-06
2695,503,43441,debit,salary,2024-11-12
2696,130,11438,debit,shopping,2024-10-22
2697,132,22396,debit,shopping,2024-04-11
2698,597,11775,debit,transfer,2024-01-19
2699,935,24170,debit,atm,2024-07-28
2700,482,20180,credit,shopping,2024-05-21
2701,862,47239,debit,salary,2024-10-17
2702,390,14036,credit,transfer,2024-12-03
2703,593,10119,debit,shopping,2024-12-13
2704,999,41282,debit,salary,2024-05-26
2705,985,1846,debit,shopping,2024-03-29
2706,325,49781,debit,salary,2024-11-30
2707,69,22868,debit,transfer,2024-08-27
2708,660,8425,credit,atm,2024-12-08
2709,448,44863,debit,food,2024-08-24
2710,528,4586,debit,food,2024-05-19
2711,819,16585,debit,atm,2024-04-05
2712,617,14428,debit,shopping,2024-06-30
2713,165,19212,debit,transfer,2024-12-13
2714,488,44101,credit,salary,2024-08-13
2715,713,32380,debit,transfer,2024-07-11
2716,709,26676,debit,atm,2024-05-17
2717,426,42628,debit,shopping,2024-10-09
2718,697,15802,credit,shopping,2024-03-16
2719,834,21420,credit,atm,2024-12-21
2720,265,18537,credit,transfer,2024-09-01
2721,875,293,debit,food,2024-12-18
2722,612,25417,credit,transfer,2024-11-19
2723,342,28582,credit,shopping,2024-05-27
2724,832,19443,credit,shopping,2024-05-24
2725,726,29244,debit,atm,2024-04-25
2726,278,11712,credit,transfer,2024-10-28
2727,674,19407,debit,food,2024-11-29
2728,439,19723,debit,transfer,2024-01-10
2729,157,20349,debit,shopping,2024-04-30
2730,422,8329,credit,transfer,2024-05-27
2731,251,26374,credit,shopping,2024-08-14
2732,878,37434,credit,shopping,2024-08-06
2733,609,6695,debit,salary,2024-11-13
2734,530,28702,debit,food,2024-03-19
2735,327,38477,debit,atm,2024-12-11
2736,961,37976,debit,food,2024-05-19
2737,895,34651,debit,transfer,2024-01-24
2738,97,43026,credit,salary,2024-11-04
2739,513,24778,debit,shopping,2024-08-15
2740,216,22314,credit,food,2024-10-15
2741,132,38699,credit,shopping,2024-11-20
2742,260,32909,debit,shopping,2024-11-24
2743,125,44054,credit,salary,2024-12-25
2744,82,27894,debit,food,2024-04-09
2745,283,22693,debit,salary,2024-03-29
2746,683,28964,debit,shopping,2024-01-07
2747,59,44429,credit,food,2024-12-19
2748,544,42736,credit,shopping,2024-06-19
2749,161,3789,debit,shopping,2024-09-19
2750,284,40463,debit,food,2024-12-16
2751,106,14787,debit,atm,2024-11-12
2752,105,20481,debit,salary,2024-02-01
2753,439,33193,debit,transfer,2024-07-31
2754,228,23689,debit,shopping,2024-02-28
2755,700,1220,credit,salary,2024-11-30
2756,582,16591,credit,salary,2024-01-30
2757,318,43738,debit,food,2024-09-16
2758,464,39162,debit,food,2024-02-03
2759,802,5293,credit,food,2024-05-16
2760,599,23708,debit,salary,2024-11-11
2761,882,15313,debit,food,2024-08-09
2762,874,48479,debit,transfer,2024-04-24
2763,472,14330,credit,salary,2024-07-01
2764,56,18523,debit,food,2024-09-03
2765,625,17287,debit,shopping,2024-01-29
2766,13,10140,debit,salary,2024-11-05
2767,440,866,debit,atm,2024-06-27
2768,18,30049,debit,atm,2024-10-04
2769,694,46564,debit,salary,2024-10-02
2770,973,3627,debit,salary,2024-10-19
2771,113,11121,debit,atm,2024-05-07
2772,229,17972,debit,shopping,2024-08-20
2773,171,36997,credit,shopping,2024-11-02
2774,295,11858,debit,shopping,2024-03-13
2775,189,18857,credit,transfer,2024-08-01
2776,426,25512,debit,transfer,2024-07-26
2777,977,14412,debit,shopping,2024-11-17
2778,79,22219,debit,atm,2024-03-02
2779,658,11904,debit,transfer,2024-09-08
2780,919,46645,debit,food,2024-02-13
2781,182,11083,debit,transfer,2024-10-05
2782,499,30099,debit,atm,2024-12-14
2783,798,30657,debit,atm,2024-01-11
2784,762,39858,credit,salary,2024-06-30
2785,866,28888,debit,atm,2024-07-01
2786,826,32050,debit,shopping,2024-03-01
2787,708,4083,debit,atm,2024-06-28
2788,835,3868,debit,transfer,2024-05-02
2789,71,1604,credit,transfer,2024-01-22
2790,248,2550,debit,transfer,2024-01-03
2791,146,11336,debit,atm,2024-08-26
2792,618,8102,credit,shopping,2024-07-22
2793,775,9991,debit,shopping,2024-11-16
2794,296,38887,debit,salary,2024-09-02
2795,582,13998,credit,food,2024-07-04
2796,470,10572,debit,shopping,2024-06-19
2797,506,15364,debit,transfer,2024-12-11
2798,193,17791,debit,salary,2024-03-01
2799,68,43587,credit,shopping,2024-12-14
2800,494,32732,credit,shopping,2024-02-22
2801,817,33843,debit,food,2024-06-09
2802,52,43116,debit,food,2024-08-11
2803,882,13102,debit,food,2024-01-25
2804,363,47081,debit,shopping,2024-11-01
2805,797,43486,debit,shopping,2024-10-29
2806,917,28350,debit,transfer,2024-05-01
2807,474,43488,credit,atm,2024-07-04
2808,846,21423,debit,food,2024-12-21
2809,521,3833,debit,transfer,2024-03-06
2810,763,41419,credit,transfer,2024-07-25
2811,431,2323,debit,salary,2024-09-25
2812,844,16968,debit,transfer,2024-01-15
2813,298,34296,debit,food,2024-01-06
2814,435,2180,debit,atm,2024-09-09
2815,696,13876,debit,transfer,2024-03-25
2816,691,795,debit,shopping,2024-02-11
2817,198,33069,debit,shopping,2024-08-05
2818,128,12149,debit,transfer,2024-06-11
2819,532,15728,credit,food,2024-08-24
2820,984,8365,debit,atm,2024-03-22
2821,411,24771,debit,atm,2024-09-18
2822,934,12560,debit,food,2024-03-18
2823,840,3577,debit,shopping,2024-10-25
2824,65,2302,credit,shopping,2024-05-27
2825,694,48410,credit,salary,2024-04-18
2826,241,23974,debit,transfer,2024-02-17
2827,369,47492,debit,transfer,2024-06-03
2828,536,41317,debit,shopping,2024-03-16
2829,384,11950,credit,transfer,2024-05-08
2830,431,39185,debit,food,2024-04-28
2831,967,20909,debit,atm,2024-09-26
2832,83,5450,debit,salary,2024-11-18
2833,982,2906,debit,food,2024-01-10
2834,831,7263,debit,food,2024-08-10
2835,697,28932,debit,food,2024-11-25
2836,951,285,debit,transfer,2024-03-05
2837,828,40938,debit,atm,2024-06-26
2838,611,24818,debit,salary,2024-06-25
2839,574,11645,debit,shopping,2024-02-01
2840,286,25315,credit,food,2024-12-04
2841,989,28425,credit,food,2024-03-05
2842,534,18558,credit,food,2024-01-26
2843,459,16106,debit,shopping,2024-07-15
2844,212,28644,credit,transfer,2024-08-17
2845,126,33069,debit,transfer,2024-03-05
2846,413,11384,debit,atm,2024-08-28
2847,499,38578,debit,transfer,2024-10-18
2848,425,27755,debit,transfer,2024-05-31
2849,554,29243,debit,salary,2024-11-06
2850,610,15798,debit,salary,2024-07-01
2851,961,34970,debit,transfer,2024-03-29
2852,543,9202,debit,salary,2024-09-20
2853,158,1671,debit,atm,2024-07-07
2854,112,37993,debit,transfer,2024-01-27
2855,402,39565,credit,salary,2024-09-07
2856,759,21653,debit,shopping,2024-07-09
2857,122,18643,debit,salary,2024-05-07
2858,273,29001,credit,salary,2024-11-11
2859,294,14134,debit,shopping,2024-05-23
2860,398,27220,credit,atm,2024-11-07
2861,471,1429,debit,shopping,2024-06-06
2862,985,41520,debit,atm,2024-08-16
2863,207,25482,debit,shopping,2024-02-01
2864,110,3799,credit,atm,2024-03-19
2865,440,38895,debit,atm,2024-10-03
2866,278,10767,debit,food,2024-02-25
2867,963,37691,debit,food,2024-12-14
2868,568,42215,debit,salary,2024-02-23
2869,887,23559,credit,shopping,2024-01-20
2870,915,49749,debit,atm,2024-07-20
2871,569,7059,debit,food,2024-08-10
2872,940,29681,debit,salary,2024-05-08
2873,482,46484,debit,salary,2024-11-25
2874,803,6310,credit,salary,2024-05-25
2875,114,12617,debit,food,2024-08-15
2876,893,12720,debit,transfer,2024-11-10
2877,897,36844,credit,salary,2024-05-07
2878,820,22904,debit,transfer,2024-05-20
2879,853,30668,credit,transfer,2024-10-14
2880,477,18091,credit,transfer,2024-03-10
2881,710,9012,debit,salary,2024-06-09
2882,933,32627,credit,atm,2024-01-03
2883,321,30963,debit,transfer,2024-01-12
2884,179,44927,credit,food,2024-10-15
2885,897,33558,debit,food,2024-01-27
2886,219,20507,credit,transfer,2024-01-13
2887,789,12444,debit,transfer,2024-05-02
2888,949,36305,credit,transfer,2024-07-21
2889,528,2455,credit,food,2024-09-10
2890,492,30993,debit,shopping,2024-07-21
2891,891,849,debit,atm,2024-06-12
2892,61,19535,credit,shopping,2024-12-26
2893,54,45833,debit,food,2024-07-04
2894,680,45715,debit,food,2024-11-15
2895,538,38626,debit,salary,2024-05-01
2896,848,18188,debit,shopping,2024-06-27
2897,988,44505,debit,transfer,2024-05-11
2898,65,38942,debit,transfer,2024-10-26
2899,612,46246,debit,food,2024-01-18
2900,586,24503,debit,salary,2024-01-18
2901,704,47397,debit,shopping,2024-01-06
2902,171,38142,debit,salary,2024-07-05
2903,273,46875,debit,atm,2024-07-09
2904,889,39277,debit,salary,2024-02-12
2905,699,39156,debit,atm,2024-09-06
2906,535,22813,credit,shopping,2024-07-15
2907,391,985,debit,transfer,2024-07-21
2908,940,33732,debit,atm,2024-09-21
2909,693,39785,debit,transfer,2024-09-23
2910,327,11786,credit,salary,2024-07-07
2911,108,3154,debit,salary,2024-11-30
2912,847,9077,credit,shopping,2024-09-29
2913,162,25132,debit,transfer,2024-06-26
2914,814,49067,debit,shopping,2024-03-30
2915,452,8636,credit,atm,2024-09-26
2916,206,15170,debit,salary,2024-02-08
2917,590,17037,credit,salary,2024-04-29
2918,16,21600,credit,salary,2024-02-24
2919,327,40551,credit,salary,2024-08-27
2920,608,10111,credit,salary,2024-09-21
2921,659,48139,debit,atm,2024-07-09
2922,2,8996,debit,atm,2024-10-09
2923,10,29899,debit,shopping,2024-06-11
2924,434,14682,credit,food,2024-12-12
2925,125,40058,debit,salary,2024-09-01
2926,81,42012,debit,salary,2024-11-11
2927,485,914,credit,food,2024-08-01
2928,652,9840,debit,shopping,2024-10-12
2929,838,24819,debit,atm,2024-03-30
2930,150,35645,credit,salary,2024-12-24
2931,800,20250,debit,shopping,2024-06-15
2932,873,5058,debit,food,2024-06-28
2933,340,3925,debit,atm,2024-04-13
2934,129,14900,debit,atm,2024-02-27
2935,438,10099,debit,shopping,2024-11-16
2936,751,20954,debit,transfer,2024-07-22
2937,501,45832,debit,transfer,2024-05-05
2938,58,27415,debit,transfer,2024-12-10
