customer_id,age,gender,city,segment
934,20,Male,Almaty,mass
935,44,Male,Shymkent,mass
936,46,Female,Shymkent,mass
937,49,Female,Almaty,mass
938,67,Male,Shymkent,mass
939,68,Male,Almaty,mass
940,36,Male,Astana,mass
941,38,Female,Astana,premium
942,22,Male,Astana,mass
943,35,Female,Astana,mass
944,45,Female,Shymkent,mass
945,59,Female,Almaty,mass
946,39,Male,Almaty,mass
947,38,Female,Almaty,premium
948,23,Male,Astana,mass
949,18,Female,Astana,mass
950,22,Male,Almaty,premium
951,58,Female,Astana,mass
952,29,Male,Almaty,mass
953,43,Female,Almaty,mass
954,63,Male,Almaty,mass
955,51,Male,Almaty,mass
956,66,Male,Almaty,mass
957,31,Male,Almaty,mass
958,43,Female,Almaty,premium
959,62,Female,Astana,mass
960,44,Male,Almaty,mass
961,26,Female,Almaty,mass
962,43,Male,Astana,mass
963,64,Male,Astana,mass
964,39,Female,Astana,mass
965,64,Male,Almaty,premium
966,47,Male,Shymkent,mass
967,60,Female,Shymkent,mass
968,65,Male,Astana,mass
969,34,Male,Shymkent,mass
970,43,Male,Astana,mass
971,53,Male,Almaty,mass
972,18,Female,Shymkent,mass
973,25,Female,Almaty,mass
974,66,Female,Shymkent,premium
975,52,Male,Almaty,premium
976,69,Male,Shymkent,mass
977,32,Female,Almaty,premium
978,64,Male,Almaty,mass
979,39,Male,Shymkent,premium
980,31,Male,Almaty,mass
981,43,Male,Almaty,premium
982,45,Female,Almaty,premium
983,40,Female,Shymkent,mass
984,31,Female,Shymkent,premium
985,41,Male,Almaty,mass
986,19,Female,Almaty,mass
987,62,Female,Shymkent,mass
988,43,Male,Shymkent,mass
989,31,Male,Almaty,mass
990,68,Female,Almaty,mass
991,24,Female,Almaty,premium
992,20,Female,Astana,mass
993,64,Female,Shymkent,mass
994,40,Male,Astana,premium
995,63,Female,Shymkent,premium
996,60,Female,Shymkent,premium
997,64,Male,Shymkent,mass
998,62,Female,Shymkent,premium
999,35,Male,Shymkent,mass
1000,55,Male,Shymkent,mass
